,Hnf4a,Hnf4a,Hnf4a,Hnf4a,Hnf4a,Hnf4a,Pigr,Pigr,Pigr,Pigr,Pigr,Pigr,Gpam,Gpam,Gpam,Gpam,Gpam,Gpam,Acly,Acly,Acly,Acly,Acly,Acly
,TP,FP,FN,precision,recall,F1,TP,FP,FN,precision,recall,F1,TP,FP,FN,precision,recall,F1,TP,FP,FN,precision,recall,F1
188,8120,9115,1,0.47113431969828834,0.9998768624553627,0.6404795709102381,29898,38562,7,0.4367221735319895,0.99976592543053,0.6078991511208255,7147,13831,1,0.3406902469253504,0.9998601007274762,0.5082130413140866,2618,9227,1,0.221021528070916,0.9996181748759069,0.3620022123893805
189,8120,9115,1,0.47113431969828834,0.9998768624553627,0.6404795709102381,29898,38562,7,0.4367221735319895,0.99976592543053,0.6078991511208255,7147,13831,1,0.3406902469253504,0.9998601007274762,0.5082130413140866,2618,9227,1,0.221021528070916,0.9996181748759069,0.3620022123893805
190,8120,9115,1,0.47113431969828834,0.9998768624553627,0.6404795709102381,29898,38562,7,0.4367221735319895,0.99976592543053,0.6078991511208255,7147,13831,1,0.3406902469253504,0.9998601007274762,0.5082130413140866,2618,9227,1,0.221021528070916,0.9996181748759069,0.3620022123893805
191,8120,9115,1,0.47113431969828834,0.9998768624553627,0.6404795709102381,29898,38562,7,0.4367221735319895,0.99976592543053,0.6078991511208255,7147,13831,1,0.3406902469253504,0.9998601007274762,0.5082130413140866,2618,9227,1,0.221021528070916,0.9996181748759069,0.3620022123893805
192,8120,9115,1,0.47113431969828834,0.9998768624553627,0.6404795709102381,29898,38562,7,0.4367221735319895,0.99976592543053,0.6078991511208255,7147,13831,1,0.3406902469253504,0.9998601007274762,0.5082130413140866,2618,9227,1,0.221021528070916,0.9996181748759069,0.3620022123893805
193,8120,9115,1,0.47113431969828834,0.9998768624553627,0.6404795709102381,29898,38562,7,0.4367221735319895,0.99976592543053,0.6078991511208255,7147,13831,1,0.3406902469253504,0.9998601007274762,0.5082130413140866,2618,9227,1,0.221021528070916,0.9996181748759069,0.3620022123893805
194,8120,9115,1,0.47113431969828834,0.9998768624553627,0.6404795709102381,29898,38562,7,0.4367221735319895,0.99976592543053,0.6078991511208255,7147,13831,1,0.3406902469253504,0.9998601007274762,0.5082130413140866,2618,9227,1,0.221021528070916,0.9996181748759069,0.3620022123893805
195,8120,9115,1,0.47113431969828834,0.9998768624553627,0.6404795709102381,29898,38562,7,0.4367221735319895,0.99976592543053,0.6078991511208255,7147,13831,1,0.3406902469253504,0.9998601007274762,0.5082130413140866,2618,9227,1,0.221021528070916,0.9996181748759069,0.3620022123893805
196,8120,9115,1,0.47113431969828834,0.9998768624553627,0.6404795709102381,29898,38562,7,0.4367221735319895,0.99976592543053,0.6078991511208255,7147,13831,1,0.3406902469253504,0.9998601007274762,0.5082130413140866,2618,9227,1,0.221021528070916,0.9996181748759069,0.3620022123893805
197,8120,9115,1,0.47113431969828834,0.9998768624553627,0.6404795709102381,29898,38562,7,0.4367221735319895,0.99976592543053,0.6078991511208255,7147,13831,1,0.3406902469253504,0.9998601007274762,0.5082130413140866,2618,9227,1,0.221021528070916,0.9996181748759069,0.3620022123893805
198,8120,9115,1,0.47113431969828834,0.9998768624553627,0.6404795709102381,29898,38562,7,0.4367221735319895,0.99976592543053,0.6078991511208255,7147,13831,1,0.3406902469253504,0.9998601007274762,0.5082130413140866,2618,9227,1,0.221021528070916,0.9996181748759069,0.3620022123893805
199,8121,9116,0,0.47113766896791787,1.0,0.6405079264926257,29901,38564,4,0.4367340977141605,0.99986624310316,0.6079292467215615,7147,13832,1,0.340674007340674,0.9998601007274762,0.508194972801934,2618,9227,1,0.221021528070916,0.9996181748759069,0.3620022123893805
